id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
4664,2018-09-28,Unable to Afford,0,C18091330,0A68551373,Brownie,Domestic Short Hair,Orange and White,Cat,0.0,Male,Feline intake room,2018-09-29,Foster,0.0,Stray,Died in care,0,0,0
4665,2018-09-28,Unable to Afford,0,C18091331,981020029710251,Sundae,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Adoptable Cat Kennels,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4666,2018-09-28,Unable to Afford,0,C18091332,981020029705420,Ryder,Domestic Short Hair,White and Black,Cat,0.0,Male,Adoptable Cat Middle Colony,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4667,2018-09-28,Landlord issues,0,C18091333,981020029377508,Nergi,Domestic Short Hair,Black,Cat,2.6,Male,Adoptable Cat Kennels,2018-10-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4668,2018-09-28,Stray,0,D18091325,0A49801821,Zeus,Labrador Retriever,Black,Dog,0.8,Male,Canine intake room,2018-09-28,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4669,2018-09-28,Incompatible with owner lifestyle,0,G18091334,0A41175049,Midnight,American Crested,Black,Guinea Pig,1.0,Female,Lobby,2018-10-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4670,2018-09-28,Incompatible with owner lifestyle,0,G18091335,0A83735574,Cinnamon,American Short hair,Brown and White,Guinea Pig,1.0,Female,Lobby,2018-10-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4671,2018-09-29,Abandoned,0,C18091336,981020025219886,Jack,Domestic Short Hair,Buff,Cat,0.0,Male,Cat room B,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4672,2018-09-29,Abandoned,0,C18091337,981020025211790,Houdini,Domestic Medium Hair,Buff,Cat,0.0,Male,Cat room B,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4673,2018-09-29,Stray,0,C18091326,981020025210614,Lovely,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable Cat Glass Colony,2018-10-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4674,2018-09-29,Allergies,0,D18091338,981020025232502,Annie,Terrier,Buff,Dog,3.7,Female,Office,2018-10-24,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4675,2018-09-29,Incompatible with owner lifestyle,0,D18091339,981020029339308,Buddy,Chihuahua/Dachshund,Black and Brown,Dog,8.8,Male,Adoptable Dogs,2018-10-20,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4676,2018-09-29,Stray,0,C18091334,981020029318229,Zizzi,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable Cat Small Colony,2018-10-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4677,2018-09-29,Moving,0,D18091340,981020025215550,Rocky Chihuahua,Chihuahua,Tan,Dog,3.1,Male,Office,2018-10-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4678,2018-09-29,Incompatible with other pets,0,C18091341,900085000074797,Bama,Domestic Short Hair,Torbie,Cat,4.3,Female,Adoptable Cat Glass Colony,2018-10-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4679,2018-09-29,Incompatible with other pets,0,C18091342,956000004649637,Pascale,Domestic Long Hair,Grey,Cat,3.8,Male,Adoptable Cat Glass Colony,2018-10-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4680,2018-09-29,Stray,0,D18091335,981020029345487,Tater Tot,Heeler,Blue merle,Dog,3.1,Female,Adoptable Dogs,2018-10-10,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4681,2018-10-01,Police Assist,0,C1810676,0A91252609,Azumi,Domestic Short Hair,Black,Cat,7.5,Female,Cat room B,2018-10-01,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4682,2018-10-01,Stray,0,C18101336,981020025228531,Torque,Domestic Short Hair,Black,Cat,0.0,Male,Cat room C,2018-10-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4683,2018-10-01,Stray,0,C18101337,981020029316136,Malcolm,Domestic Short Hair,"Brown, Black and White",Cat,0.0,Male,Adoptable Cat Small Colony,2018-10-10,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4684,2018-10-01,Stray,0,C18101338,981020025212484,Fern,Domestic Short Hair,Tortie,Cat,2.3,Female,Adoptable Cat Kennels,2018-11-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4685,2018-10-01,Stray,0,D18101339,981020029322092,Daisy B,Bully Breed Mix/Basset Hound,Tan and White,Dog,1.4,Female,Adoptable Dogs,2018-10-12,Adoption,0.0,Moving,Court Order/ Legal,0,0,0
4686,2018-10-01,Stray,0,C18101340,0A99351491,Smucker,Domestic Short Hair,Tortie,Cat,99.7,Female,Feline intake room,2018-10-02,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4687,2018-10-01,Stray,0,C18101341,981020025201672,Flakey,Domestic Short Hair,Grey Black and White,Cat,3.1,Female,Adoptable Cat Kennels,2018-10-31,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4688,2018-10-01,Stray,0,C18101342,981020025643667,Chicha,Domestic Short Hair,Tortie,Cat,2.7,Female,Adoptable Cat Big Colony,2018-10-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4689,2018-10-01,Stray,0,C18101343,981020025200892,Zella,Domestic Short Hair,Black,Cat,0.0,Female,Adoptable Cat Middle Colony,2018-10-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4690,2018-10-01,Stray,0,C18101344,981020025625886,Elana,Domestic Short Hair,Tortie,Cat,0.6,Female,Adoptable Cat Small Colony,2018-10-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4691,2018-10-01,Stray,0,C18101345,981020025640516,Skip,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Middle Colony,2018-10-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4692,2018-10-01,Stray,0,C18101346,981020017692003,Willie,Domestic Short Hair,"Brown, Black and White",Cat,1.1,Male,Feline intake room,2018-10-01,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4693,2018-10-01,TNR - Trap/Neuter/Release,0,C18101347,981020025222624,Cnidarian,Domestic Short Hair,Orange,Cat,0.0,Male,Cat room C,2018-10-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4694,2018-10-01,Stray,0,D18101348,981020017677324,Ollie,Beagle,Tricolour,Dog,1.1,Male,Canine intake room,2018-10-01,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4695,2018-10-01,Moving,0,H18101343,0A20323026,Dot,Dwarf/Dwarf Hotot,White and Black,House Rabbit,0.8,Male,Small Animal room,2019-01-26,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4696,2018-10-01,Moving,0,H18101344,0A59271445,Bun Bun,American,Brown,House Rabbit,1.2,Female,Small Animal room,2019-01-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4697,2018-10-02,Unsuitable Accommodation,0,H18101345,0A02239196,Storm,American,Black,House Rabbit,0.0,Female,Lobby,2018-10-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4698,2018-10-02,Unsuitable Accommodation,0,H18101346,0A26733359,Raindrop,American,Black,House Rabbit,0.0,Female,Lobby,2018-10-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4699,2018-10-02,Unsuitable Accommodation,0,H18101347,0A03133603,Windy,American,Black,House Rabbit,0.7,Male,Small Animal room,2018-10-06,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4700,2018-10-02,Unsuitable Accommodation,0,H18101348,0A59884342,Snowstorm,American,Black,House Rabbit,0.0,Female,Lobby,2018-10-06,Foster,0.0,Stray,Died in care,0,0,0
4701,2018-10-02,Abandoned,0,D18101349,981020029353422,Ding Ding,Eskimo Dog,White,Dog,0.0,Male,Dog room B,2018-10-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4702,2018-10-02,Stray,0,C18101349,981020029366395,Darcy,Domestic Short Hair,Orange and White,Cat,0.9,Female,Adoptable Cat Glass Colony,2018-10-15,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4703,2018-10-02,Stray,0,C18101350,981020029343989,Mr. Pete,Domestic Short Hair,Grey and black,Cat,0.5,Male,Adoptable Cat Glass Colony,2018-10-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4704,2018-10-02,Stray,0,C18101351,981020017901198,George,Domestic Short Hair,Orange,Cat,4.3,Male,Feline intake room,2018-10-02,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4705,2018-10-02,Litter relinquishment,0,D18101350,981020029316966,Mia,Bluetick Coonhound/Bully Breed Mix,Brown and White,Dog,0.7,Female,Dog room A,2018-10-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4706,2018-10-02,Litter relinquishment,0,D18101351,981020029374455,Millie,Bluetick Coonhound/Bully Breed Mix,Brown and White,Dog,0.0,Female,Dog room A,2018-10-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4707,2018-10-02,Litter relinquishment,0,D18101352,981020029356952,Minnie,Bluetick Coonhound/Bully Breed Mix,Tricolour,Dog,0.0,Female,Dog room A,2018-10-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4708,2018-10-02,Litter relinquishment,0,D18101353,981020029378632,Meleah,Bluetick Coonhound/Bully Breed Mix,Tricolour,Dog,0.0,Female,Adoptable Dogs,2018-10-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4709,2018-10-02,Stray,0,S1810677,0A52424575,Zena,Ball Python,Green,Snake,1.1,Unknown,Canine intake room,2018-10-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4710,2018-10-03,Unsuitable Accommodation,0,D18101354,981020029340476,Lainey,French Bulldog/Beagle,White and Tan,Dog,1.9,Female,Adoptable Dogs,2018-10-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4711,2018-10-03,Stray,0,C18101352,981020025230112,Shakespeare,Domestic Short Hair,Buff,Cat,1.6,Male,Adoptable Cat Middle Colony,2018-11-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4712,2018-10-03,Unsuitable Accommodation,0,C18101355,981020029367458,Plavador,Domestic Short Hair,Grey,Cat,0.8,Female,Adoptable window colony,2018-10-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4713,2018-10-03,Unsuitable Accommodation,0,C18101356,981020029343405,Charli,Domestic Medium Hair,Torbie,Cat,0.9,Female,Adoptable window colony,2018-10-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4714,2018-10-03,Unsuitable Accommodation,0,C18101357,981020029342311,JoJo,Domestic Short Hair,Torbie,Cat,0.9,Female,Adoptable window colony,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4715,2018-10-03,Unsuitable Accommodation,0,C18101358,981020029331914,Loki,Domestic Short Hair,Grey,Cat,2.6,Male,Adoptable Cat Big Colony,2018-10-23,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4716,2018-10-04,Stray,0,D18101355,0A77411916,Rocky,Boston Terrier,Black and Brindle,Dog,12.2,Male,Canine intake room,2018-10-04,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4717,2018-10-04,Stray,0,D18101356,0A49073637,Rock,Labrador Retriever/Beagle,Black,Dog,5.1,Male,Dog room C,2018-10-06,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4718,2018-10-04,Stray,0,D18101357,981020029349535,Zuri,Boxer/Bully Breed Mix,Brindle,Dog,1.6,Female,Adoptable Dogs,2018-10-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4719,2018-10-04,Incompatible with owner lifestyle,0,C18101359,981020029325724,Emma,Domestic Medium Hair,Dilute calico,Cat,10.3,Female,Adoptable Cat Big Colony,2018-10-25,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4720,2018-10-04,Stray,0,C1810678,0A43415747,Nike,Domestic Short Hair,Black,Cat,1.6,Female,Cat room C,2018-10-20,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4721,2018-10-04,Biting,0,D1810061,0A30741526,Ghost,Bully Breed Mix,White and Brown,Dog,3.4,Male,Dog room Isolation,2018-10-13,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4722,2018-10-04,Incompatible with owner lifestyle,0,C18101360,981020029334467,Boots,Domestic Short Hair,Orange,Cat,1.2,Male,Adoptable Cat Kennels,2018-10-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4723,2018-10-04,Incompatible with owner lifestyle,0,D18101361,981020029352736,Cali,Labrador Retriever/Shih Tzu,Red and Black,Dog,0.5,Female,Adoptable Dogs,2018-10-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4724,2018-10-04,Unable to Afford,0,D18101362,981020025700227,Shelby,Bully Breed Mix,Grey and White,Dog,8.7,Female,Adoptable Dogs,2019-01-09,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4725,2018-09-28,Born in Shelter,0,C18091364,981020025640388,Prospero,Domestic Short Hair,"Brown, Black and White",Cat,0.6,Male,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4726,2018-09-28,Born in Shelter,0,C18091365,981020025233014,Asher,Domestic Short Hair,Grey and White,Cat,0.6,Male,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4727,2018-09-28,Born in Shelter,0,C18091366,981020025215351,Karma,Domestic Short Hair,Buff,Cat,0.6,Male,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4728,2018-09-28,Born in Shelter,0,C18091367,981020025661642,Bahati,Domestic Short Hair,Black and Brown,Cat,0.6,Male,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4729,2018-09-28,Born in Shelter,0,C18091368,981020025202096,Felix,Domestic Short Hair,Fawn,Cat,0.6,Male,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4730,2018-09-28,Born in Shelter,0,C18091369,981020025509880,Felicity,Domestic Short Hair,Fawn,Cat,0.0,Female,Canine intake room,2018-09-28,Foster,0.0,Stray,Died in care,0,0,0
4731,2018-09-28,Born in Shelter,0,C18091370,981020025220812,Penny,Domestic Short Hair,Calico,Cat,0.6,Female,Canine intake room,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4732,2018-10-05,Stray,0,C18101361,0A74044626,Cloudy,Domestic Short Hair,Black and grey,Cat,1.1,Male,Feline intake room,2018-10-05,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4733,2018-10-05,Unsuitable Accommodation,0,D18101371,981020029316984,Moses,German Shepherd Dog,Brown and Black,Dog,3.1,Male,Adoptable Dogs,2018-10-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4734,2018-10-05,Stray,0,D1810679,981020029329064,Baxter,Husky,Cream,Dog,3.1,Male,Dog room D,2018-10-06,Reclaimed,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4735,2018-10-05,Unable to Afford,0,C18101372,031810814,Reecie Anne,Domestic Short Hair,Calico,Cat,4.3,Female,Feline intake room,2018-10-07,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4736,2018-10-05,Incompatible with other pets,0,D18101373,981020029342094,Scooter,Curly- coated Retriever/Spaniel,Black,Dog,1.1,Male,Dog room B,2018-10-13,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4737,2018-10-05,Litter relinquishment,0,D18101374,981020029330385,Luna,Bully Breed Mix,Grey and White,Dog,0.0,Female,Adoptable Dogs,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4738,2018-10-05,Litter relinquishment,0,D18101375,981020029342322,Porter,Bully Breed Mix,Grey and White,Dog,0.0,Male,Adoptable Dogs,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4739,2018-10-05,Moving,0,C18101376,981020025223923,Fitzy,Domestic Short Hair,Black,Cat,2.2,Female,Adoptable Cat Big Colony,2018-12-03,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4740,2018-10-05,Stray,0,C18101363,0A90313090,Ichi,Domestic Short Hair,Black,Cat,0.0,Unknown,Feline intake room,2018-10-05,Foster,0.0,Stray,Died in care,0,0,0
4741,2018-10-05,Stray,0,C18101364,0A49859131,Ebony,Domestic Short Hair,Black,Cat,0.0,Unknown,Feline intake room,2018-10-05,Foster,0.0,Stray,Died in care,0,0,0
4742,2018-10-05,Stray,0,C18101365,981020029737153,Simba,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Kennels,2018-10-05,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4743,2018-10-05,Stray,0,C18101366,0A22154337,San,Domestic Short Hair,Black,Cat,0.0,Unknown,Feline intake room,2018-10-05,Foster,0.0,Stray,Died in care,0,0,0
4744,2018-10-05,Stray,0,C18101367,0A97995930,Buffy,Domestic Short Hair,Buff,Cat,0.0,Female,Feline intake room,2018-10-05,Foster,0.0,Stray,"UU - untreatable, unmanageable",0,1,0
4745,2018-10-06,Incompatible with owner lifestyle,0,D18101377,981020025636969,Luna,Bully Breed Mix,Black and White,Dog,3.5,Female,Adoptable Dogs,2018-11-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4746,2018-10-06,Stray,0,D18101368,981020029341041,Bo,Labrador Retriever,Yellow,Dog,1.7,Male,Adoptable Dogs,2018-10-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4747,2018-10-06,Allergies,0,C18101378,0A10237C30,Cindy,Domestic Short Hair,Calico,Cat,13.2,Female,Cat Iso,2018-10-25,Foster,0.0,Stray,"UU - untreatable, unmanageable",0,1,0
4748,2018-10-06,Stray,0,C18101369,981020025207338,Pearl Luna,Domestic Short Hair,Grey,Cat,0.0,Female,Cat room A,2018-10-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4749,2018-10-06,Incompatible with owner lifestyle,0,D18101380,981020027346982,Raven,Labrador Retriever/Great Dane,Black,Dog,0.6,Female,Adoptable Dogs,2018-10-10,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4750,2018-10-06,Incompatible with owner lifestyle,0,C18101381,981020025651722,Holly,Domestic Long Hair,Black,Cat,1.1,Female,Adoptable Cat Glass Colony,2018-11-04,Adoption,0.0,Sick/Injured,Court Order/ Legal,0,0,0
4751,2018-10-06,Incompatible with owner lifestyle,0,C18101382,981020025222859,Diva,Domestic Short Hair,Torbie,Cat,1.2,Female,Adoptable Cat Glass Colony,2018-11-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4752,2018-10-06,Incompatible with owner lifestyle,0,C18101383,981020025229266,Katniss,Domestic Long Hair,Torbie,Cat,3.1,Female,Adoptable Cat Glass Colony,2018-11-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4753,2018-10-06,Moving,0,D18101384,981020025220445,Cleo,Bully Breed Mix,White,Dog,10.8,Female,Adoptable Dogs,2018-11-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4754,2018-10-06,Litter relinquishment,0,C18101385,981020029317090,Thelma,Domestic Short Hair,Tortie,Cat,0.0,Female,Adoptable Cat Kennels,2018-11-20,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4755,2018-10-06,Litter relinquishment,0,C18101386,981020029321129,Louise,Domestic Short Hair,Tortie,Cat,0.0,Female,Adoptable Cat Small Colony,2018-10-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4756,2018-10-06,Stray,0,C18101371,981020029332661,Genesis,Domestic Short Hair,Grey and black,Cat,1.1,Male,Adoptable Cat Big Colony,2018-11-26,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4757,2018-10-06,Allergies,0,G18101387,0A55073553,Nartuto,American Crested,Black,Guinea Pig,3.1,Male,Lobby,2018-10-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4758,2018-10-06,Allergies,0,G18101388,0A98455823,Sasuko,American Crested,Black,Guinea Pig,3.1,Male,Lobby,2018-10-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4759,2018-10-07,Stray,0,D18101372,981020029338289,Banjo,Great Pyrenees,White,Dog,1.2,Male,Dog room B,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4760,2018-10-07,Sick/Injured,0,D18101389,981020029345741,Nina,Rottweiler,Brown and Black,Dog,9.3,Female,Adoptable Dogs,2018-10-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4761,2018-10-07,Stray,0,C18101373,981020025231733,Olga Marie,Domestic Medium Hair,Tortie,Cat,0.0,Female,Adoptable Cat Glass Colony,2018-10-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4762,2018-10-08,Police Assist,0,D1810680,0A59239566,Sally,Poodle,White,Dog,1.1,Unknown,Canine intake room,2018-10-08,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4763,2018-10-08,Stray,0,C18101374,981020025220257,Cheyanne,Domestic Short Hair,Black,Cat,0.0,Female,Lobby,2018-10-15,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4764,2018-10-08,Stray,0,C18101375,981020025224499,Fallon,Domestic Short Hair,Tortie,Cat,0.0,Female,Lobby,2018-10-15,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4765,2018-10-09,Stray,0,D1810682,956000005737720,Kali,Bully Breed Mix,Grey and White,Dog,3.1,Female,Canine intake room,2018-10-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4766,2018-10-09,Stray,0,H18101376,0A52699016,Mags,Lionhead,Grey,House Rabbit,3.1,Female,Small Animal room,2018-11-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4767,2018-10-09,Stray,0,C18101377,981020025230108,Fanta,Domestic Short Hair,Orange,Cat,0.0,Male,Lobby,2018-11-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4768,2018-10-09,Stray,0,C18101379,981020025660664,Crush,Domestic Short Hair,Orange,Cat,0.0,Male,Lobby,2018-11-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4769,2018-10-09,Stray,0,D1810683,981020015405244,Beesley,German Shepherd Dog/Mix,Black,Dog,3.7,Female,Canine intake room,2018-10-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4770,2018-10-09,Stray,0,C18101380,981020025224207,Murphy,Domestic Medium Hair,Black and White,Cat,0.9,Male,Adoptable Cat Kennels,2018-10-12,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4771,2018-10-09,Stray,0,D18101381,985112007439194,Kasey,Lhasa Apso,Black and White,Dog,11.9,Male,Canine intake room,2018-10-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4772,2018-10-09,Stray,0,D18101382,981020025667451,Zim,Labrador Retriever/Treeing Walker Coonhound,Brindle,Dog,0.8,Male,Adoptable Dogs,2018-10-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4773,2018-10-09,Stray,0,C18101384,985113001833806,Lila,Domestic Short Hair,Grey,Cat,1.9,Female,Feline intake room,2018-10-10,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4774,2018-10-09,Incompatible with owner lifestyle,0,D18101390,981020025225671,Koba,Bully Breed Mix,Tan,Dog,1.6,Male,Adoptable Dogs,2018-10-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4775,2018-10-10,Sick/Injured,0,C1810684,991001002445865,Lennie,Domestic Short Hair,Black,Cat,0.6,Female,Veterinary office,2018-10-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4776,2018-10-10,Stray,0,C18101387,981020025641108,Mustard,Siamese,Flame Point,Cat,0.0,Male,Adoptable Cat Glass Colony,2018-10-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4777,2018-10-10,Incompatible with owner lifestyle,0,D18101391,981020029353607,Max,Dachshund,Red,Dog,10.1,Male,Adoptable Dogs,2018-10-22,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4778,2018-10-10,Stray,0,D18101388,0A74265238,Baby Girl,Bully Breed Mix,White and Black,Dog,6.2,Female,Dog room C,2018-10-12,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4779,2018-10-10,Stray,0,C18101389,981020025647538,Barb,Domestic Short Hair,Black,Cat,0.0,Female,Lobby,2018-10-15,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4780,2018-10-10,Incompatible with owner lifestyle,0,C18101392,981020025640169,Lilly,Domestic Short Hair,Black and Brown,Cat,6.4,Female,Cat obs,2019-01-07,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4781,2018-10-10,Abandoned,0,C1810686,981020017879360,Trotty,Domestic Short Hair,Black,Cat,3.1,Female,Feline intake room,2018-10-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4782,2018-10-10,Incompatible with owner lifestyle,0,C18101393,981020025205626,Tesla,Siamese,Flame Point,Cat,7.2,Female,Adoptable Cat Kennels,2018-11-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
